,Long,Short
1993-06-07,0.005738876580130836,0.026575650123385686
1993-06-08,0.01046782371276036,0.00035944750124430327
1993-06-09,-0.014978752694018105,0.0029828148662594755
1993-06-10,0.009274483165038493,-0.006420838648887173
1993-06-11,0.002618191625236921,0.004422247039827442
1993-06-14,7.906128698603743e-05,-0.0035570434728156132
1993-06-15,0.02022651521876191,-0.003760248509297082
1993-06-16,0.0034708350174528666,0.00035439939496885177
1993-06-17,0.016508009369470233,0.015304540631032548
1993-06-18,-0.007524816555947711,0.00039778375579286874
1993-06-21,-0.008503618574542526,0.009021373856318005
1993-06-22,0.011532179326555914,0.0067292403085658535
1993-06-23,0.020420558580797322,-0.0066589310072953985
1993-06-24,0.004607753642482282,-0.006391979471321252
1993-06-25,0.030079123027182696,-0.004793961898986609
